id	uid	author	attribution	signature	signature_index	title	part	translator	dedication	type	year	publication	censorship	censor	volume	number	section_content	section_form	first_page	last_page	length	filename_txt	comments
758	634	"Егунов А. Н."	"установлено"	"нет"	"нет"	"Руководство к землемерию и нивелированию, необходимое в сельском хозяйстве для знающих и не знающих математику. Изложил гвардии штабс-капитан А. И. Жуков. М. 1848"	"нет"	"нет"	"нет"	"проза"	1849	"14.02.1849"	"31.01.1849"	"Крылов А. Л., Мехелин А. И."	"XIII"	"2"	"Критика и библиография"	"Критика и библиография"	147	149	3	"1849_2_20"	""
759	635	"неизвестный"	"не установлено"	"нет"	"нет"	"Поездка по железной дороге из Москвы в Петербург. Рассказ в стихах. Н. И. М. 1848"	"нет"	"нет"	"нет"	"проза"	1849	"14.02.1849"	"31.01.1849"	"Крылов А. Л., Мехелин А. И."	"XIII"	"2"	"Критика и библиография"	"Критика и библиография"	150	152	3	"1849_2_21"	""
760	636	"неизвестный"	"не установлено"	"нет"	"нет"	"Москва, с топографическим указанием всей ее местности и окрестностей. Подробная справочная книжка для приезжающих и живущих в столице, сост. М. Рудольф. В трех частях (с планом Москвы). М. 1848"	"нет"	"нет"	"нет"	"проза"	1849	"14.02.1849"	"31.01.1849"	"Крылов А. Л., Мехелин А. И."	"XIII"	"2"	"Критика и библиография"	"Критика и библиография"	153	153	1	"1849_2_22"	""
761	637	"неизвестный"	"не установлено"	"нет"	"нет"	"Сельское чтение. Книжка вторая и третья, изданная князем В. Ф. Одоевским и А. П. Заблоцким. (Издание четвертое). СПб. 1848"	"нет"	"нет"	"нет"	"проза"	1849	"14.02.1849"	"31.01.1849"	"Крылов А. Л., Мехелин А. И."	"XIII"	"2"	"Критика и библиография"	"Критика и библиография"	153	153	1	"1849_2_23"	""
762	638	"неизвестный"	"не установлено"	"нет"	"нет"	"Очерки современной жизни. Том IV. Удачная перемена. Сочинение М. Корсини. СПб. 1849"	"нет"	"нет"	"нет"	"проза"	1849	"14.02.1849"	"31.01.1849"	"Крылов А. Л., Мехелин А. И."	"XIII"	"2"	"Критика и библиография"	"Критика и библиография"	153	154	2	"1849_2_24"	""
763	4813	"Хотинский М. С."	"установлено"	"нет"	"Вильяма Прескотта"	"History of the Conquest of Perou, with a preliminary view of the civilization of the Incas, by William H. Prescott, etc. etc. etc. London. 1848, 2 vol. (История завоевания Перу, с предварительным взглядом на образованных инков, сочин. Вильяма Прескотта, члена-корреспондента Французского института, Берлинской академии наук, Исторической академии в Мадриде, Неаполитанской академии и др. Лондон. 1848, 2 части, с картою древнего Перу)"	"4"	"нет"	"нет"	"проза"	1849	"14.02.1849"	"31.01.1849"	"Крылов А. Л., Мехелин А. И."	"XIII"	"2"	"Иностранная литература"	"Иностранная литература"	51	82	32	"1849_2_25"	""
764	4641	"Герштеккер Ф."	"установлено"	"нет"	"Фридриха Герштеккера"	"Картины Миссисипи. Светлые и темные стороны американской жизни"	"3"	"Авенариус А. П."	"нет"	"проза"	1849	"14.02.1849"	"31.01.1849"	"Крылов А. Л., Мехелин А. И."	"XIII"	"2"	"Смесь"	"Смесь"	103	129	27	"1849_2_26"	""
765	639	"Фелье О."	"установлено"	"нет"	"нет"	"Кризис. Драматическая повесть. Октава Фелье"	"нет"	"нет"	"нет"	"проза"	1849	"14.02.1849"	"31.01.1849"	"Крылов А. Л., Мехелин А. И."	"XIII"	"2"	"Смесь"	"Смесь"	129	168	40	"1849_2_27"	""
766	640	"Панаева А. Я."	"установлено"	"Н. Станицкий"	"Н. Н. Станицкого"	"Жена часового мастера. Рассказ"	"нет"	"нет"	"нет"	"проза"	1849	"14.02.1849"	"31.01.1849"	"Крылов А. Л., Мехелин А. И."	"XIII"	"2"	"Смесь"	"Смесь"	168	181	14	"1849_2_28"	""
767	4722	"Дружинин А. В."	"установлено"	"нет"	"нет"	"Письма Иногороднего подписчика в редакцию «Современника» о русской журналистике"	"2"	"нет"	"нет"	"проза"	1849	"14.02.1849"	"31.01.1849"	"Крылов А. Л., Мехелин А. И."	"XIII"	"2"	"Смесь"	"Смесь"	182	210	29	"1849_2_29"	""
768	641	"неизвестный"	"не установлено"	"нет"	"нет"	"<Петербургские увеселения. Разные известия>"	"нет"	"нет"	"нет"	"проза"	1849	"14.02.1849"	"31.01.1849"	"Крылов А. Л., Мехелин А. И."	"XIII"	"2"	"Смесь"	"Смесь"	210	212	3	"1849_2_30"	""
769	642	"неизвестный"	"не установлено"	"нет"	"нет"	"Иностранные известия"	"нет"	"нет"	"нет"	"проза"	1849	"14.02.1849"	"31.01.1849"	"Крылов А. Л., Мехелин А. И."	"XIII"	"2"	"Смесь"	"Смесь"	212	224	13	"1849_2_31"	""
770	643	"Панаев И. И., Панаева А. Я."	"установлено"	"нет"	"нет"	"Моды"	"нет"	"нет"	"нет"	"проза"	1849	"14.02.1849"	"31.01.1849"	"Крылов А. Л., Мехелин А. И."	"XIII"	"2"	"Моды"	"Моды"	5	6	2	"1849_2_32"	""
771	4741	"Ламартин А."	"установлено"	"нет"	"нет"	"Признания Ламартина"	"1"	"нет"	"нет"	"проза"	1849	"11.03.1849"	"28.02.1849"	"Крылов А. Л., Мехелин А. И."	"XIV"	"3"	"Словесность"	"Словесность"	5	106	102	"1849_3_1"	""
772	4793	"Некрасов Н. А., Панаева А. Я."	"установлено"	"Н. Некрасов — Н. Станицкий"	"Н. А. Некрасова, Н. Н. Станицкого"	"Три страны света. Роман в осьми частях"	"6"	"нет"	"нет"	"проза"	1849	"11.03.1849"	"28.02.1849"	"Крылов А. Л., Мехелин А. И."	"XIV"	"3"	"Словесность"	"Словесность"	107	230	124	"1849_3_2"	""
